id,scientific_name,best_identity,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species,rank,count,Sard_69_EtOH,Sard_69_Si,Sard_70_EtOH,Sard_70_Si,Sard_71_EtOH,Sard_71_Si,Sard_72_EtOH,Sard_72_Si,Sard_73_EtOH,Sard_73_Si,Sard_74_EtOH,Sard_74_Si,Sard_75_EtOH,Sard_75_Si,Sard_77_EtOH,Sard_77_Si,Sard_80_EtOH,Sard_80_Si,Sard_84_EtOH,Sard_84_Si,Adr_110_EtOH,Adr_110_Si,Adr_115_EtOH,Adr_115_Si,Adr_118_EtOH,Adr_118_Si,Adr_87_EtOH,Adr_87_Si,Adr_89_EtOH,Adr_89_Si,Tyrr_48_EtOH,Tyrr_48_Si,Tyrr_59_EtOH,Tyrr_59_Si,Tyrr_71_EtOH,Tyrr_71_Si,Tyrr_83_EtOH,Tyrr_83_Si,Tyrr_87_EtOH,Tyrr_87_Si,Tyrr_10_EtOH,Tyrr_10_Si
OTU_70,Pseudaphya ferreri,1,Opisthokonta,Metazoa,Chordata,Actinopterygii,Gobiiformes,Gobiidae,Pseudaphya,Pseudaphya ferreri,species,11430,11214,101,9,50,2,0,2,36,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU_71,Raja,0.994350283,Opisthokonta,Metazoa,Chordata,Chondrichthyes,Rajiformes,Rajidae,Raja,NA,genus,6,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_72,Raja brachyura,1,Opisthokonta,Metazoa,Chordata,Chondrichthyes,Rajiformes,Rajidae,Raja,Raja brachyura,species,30,18,0,0,0,0,0,0,4,0,2,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_73,Raja miraletus,1,Opisthokonta,Metazoa,Chordata,Chondrichthyes,Rajiformes,Rajidae,Raja,Raja miraletus,species,55,0,0,0,0,0,0,0,0,46,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_74,Sarda sarda,1,Opisthokonta,Metazoa,Chordata,Actinopterygii,Perciformes,Scombridae,Sarda,Sarda sarda,species,1360,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465,891,0,0,0,0
OTU_75,Sardina pilchardus,1,Opisthokonta,Metazoa,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Sardina,Sardina pilchardus,species,60013,17,3,4017,1114,103,14,8,11,20,7,9,13,7,8,3,2,0,2,2,1,2298,5465,4335,4955,7151,8244,337,2968,973,59,5746,3654,1,1,0,0,0,2,4614,1724,0,0
OTU_76,Sardinella aurita,0.99,Opisthokonta,Metazoa,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Sardinella,Sardinella aurita,species,1081,2,12,1,0,0,0,0,0,692,367,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
OTU_77,Scomber colias,0.98,Opisthokonta,Metazoa,Chordata,Actinopterygii,Scombriformes,Scombridae,Scomber,Scomber colias,species,13,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_78,Scomber scombrus,0.981818182,Opisthokonta,Metazoa,Chordata,Actinopterygii,Scombriformes,Scombridae,Scomber,Scomber scombrus,species,835,0,0,37,15,1,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,10,0,6,1,2,0,40,142,26,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU_79,Scorpaena scrofa,0.99,Opisthokonta,Metazoa,Chordata,Actinopterygii,Perciformes,Scorpaenidae,Scorpaena,Scorpaena scrofa,species,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,41,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_80,Scyliorhinus canicula,0.988764045,Opisthokonta,Metazoa,Chordata,Chondrichthyes,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,Scyliorhinus canicula,species,8,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_81,Serranus,0.98,Opisthokonta,Metazoa,Chordata,Actinopterygii,Perciformes,Serranidae,Serranus,NA,genus,1324,49,0,0,1,0,0,0,0,174,58,0,1,0,0,0,0,0,0,0,0,10,193,1,1,246,15,1,82,23,5,0,0,0,0,0,0,0,0,69,26,0,0
OTU_82,Serranus cabrilla,1,Opisthokonta,Metazoa,Chordata,Actinopterygii,Perciformes,Serranidae,Serranus,Serranus cabrilla,species,262,11,0,3,148,1,1,1,0,26,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OTU_83,Solea solea,0.981818182,Opisthokonta,Metazoa,Chordata,Actinopterygii,Pleuronectiformes,Soleidae,Solea,Solea solea,species,7351,51,0,1,0,0,0,448,1495,2772,2570,1,0,1,2,0,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
OTU_84,Spicara,1,Opisthokonta,Metazoa,Chordata,Actinopterygii,Spariformes,Sparidae,Spicara,NA,genus,356704,229915,18117,6541,5047,720,124,347,2608,42638,20120,1632,4887,3563,11081,574,1668,37,426,13,32,19,2,11,19,2,3,350,972,8,5,525,86,152,150,3,2,1,6,290,101,2,3
OTU_85,Sprattus sprattus,1,Opisthokonta,Metazoa,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Sprattus,Sprattus sprattus,species,38276,2,2,3,0,4,4,0,5,0,1,0,1,0,1,0,3,1,0,0,0,5,9218,4931,4709,6764,5272,8,0,4890,338,0,1,2,0,0,0,0,0,1,0,0,0
OTU_86,Stomias boa,1,Opisthokonta,Metazoa,Chordata,Actinopterygii,Stomiiformes,Stomiidae,Stomias,Stomias boa,species,159,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,33,2,6,4,80,6,0,0,0,0,11,8
OTU_87,Symphodus cinereus,0.99,Opisthokonta,Metazoa,Chordata,Actinopterygii,Labriformes,Labridae,Symphodus,Symphodus cinereus,species,6,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_88,Thunnus thynnus,1,Opisthokonta,Metazoa,Chordata,Actinopterygii,Scombriformes,Scombridae,Thunnus,Thunnus thynnus,species,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_89,Trachinus draco,1,Opisthokonta,Metazoa,Chordata,Actinopterygii,Perciformes,Trachinidae,Trachinus,Trachinus draco,species,70,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,5,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_90,Trachurus mediterraneus,0.98,Opisthokonta,Metazoa,Chordata,Actinopterygii,Perciformes,Trachinidae,Trachinus,Trachurus mediterraneus,species,24,5,0,0,2,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,1,0,0,0,0,0,2,0,0,0,0
OTU_91,Trachurus trachurus,1,Opisthokonta,Metazoa,Chordata,Actinopterygii,Carangiformes,Carangidae,Trachurus,Trachurus trachurus,species,152001,3830,173,3538,3606,20479,36688,475,3111,5915,5019,56,116,51,66,413,188,36,105,6,11,2012,1856,6141,7498,283,771,416,3134,9839,1497,2320,1037,3841,498,30,3,1189,715,1233,541,2,2
OTU_92,Trachyrincus,0.99,Opisthokonta,Metazoa,Chordata,Actinopterygii,Gadiformes,Macrouridae,Trachyrincus,NA,genus,15317,2,0,2,0,1,2,0,3,3,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
OTU_93,Trisopterus capelanus,0.99,Opisthokonta,Metazoa,Chordata,Actinopterygii,Gadiformes,Gadidae,Trisopterus,Trisopterus capelanus,species,15667,5,1,6,3,2072,185,191,530,435,196,1408,168,1050,372,176,54,1,10,2,8,6,0,0,0,0,2,64,111,74,3,2,0,5213,1433,2,0,87,295,0,5,0,0
OTU_94,Uranoscopus scaber,0.98,Opisthokonta,Metazoa,Chordata,Actinopterygii,Uranoscopiformes,Uranoscopidae,Uranoscopus,Uranoscopus scaber,species,598,0,0,0,0,0,0,17,218,147,214,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU_95,Zeus faber,1,Opisthokonta,Metazoa,Chordata,Actinopterygii,Zeiformes,Zeidae,Zeus,Zeus faber,species,11381,10334,337,116,76,4,0,12,36,170,0,66,2,117,18,9,1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,3,24,45,0,0,0,0
