"Staz","Source","REP","Alepocephalus","Alosa.fallax","Aphia.minuta","Arctozenus.risso","Argentina.sphyraena","Arnoglossus.laterna","Boops.boops","Capros.aper","Cepola.macrophthalma","Ceratoscopelus.maderensis","Chelidonichthys","Chimaera.monstrosa","Chlorophthalmus.agassizi","Citharus.linguatula","Coelorinchus.caelorhincus","Conger.conger","Crystallogobius.linearis","Cyclothone.microdon","Dactylopterus.volitans","Dalatias.licha","Dasyatis.pastinaca","Dentex","Diaphus","Diaphus.metopoclampus","Diaphus.rafinesquii","Dipturus.oxyrinchus","Echiodon","Engraulis.encrasicolus","Epigonus.denticulatus","Etmopterus.spinax","Facciolella.oxyrhyncha","Gadiculus.argenteus","Galeus.melastomus","Glossanodon.leioglossus","Gnathophis","Gobius.niger","Gymnammodytes","Helicolenus.dactylopterus","Hoplostethus.mediterraneus","Hygophum.benoiti","Hygophum.hygomii","Hymenocephalus.italicus","Isurus.oxyrinchus","Lampanyctus.crocodilus","Lepidion.lepidion","Lepidopus.caudatus","Lepidorhombus.whiffiagonis","Lepidotrigla","Lesueurigobius.friesii","Lesueurigobius.suerii","Leucoraja.circularis","Lophius.budegassa","Lophius.piscatorius","Macroramphosus.scolopax","Maurolicus.muelleri","Merlangius.merlangus","Merluccius.merluccius","Micromesistius.poutassou","Molva.dypterygia","Mullus.barbatus","Mullus.surmuletus","Mustelus.mustelus","Mustelus.punctulatus","Myliobatis.aquila","Nemichthys.scolopaceus","Nettastoma.melanurum","Nezumia.sclerorhynchus","Notacanthus.bonaparte","Notoscopelus.elongatus","Pagellus.acarne","Pagellus.bogaraveo","Pagellus.erythrinus","Pagrus.pagrus","Peristedion.cataphractum","Phycis.blennoides","Pomatoschistus.minutus","Prionace.glauca","Pseudaphya.ferreri","Pteroplatytrygon.violacea","Raja","Raja.brachyura","Raja.miraletus","Raja.polystigma","Sarda.sarda","Sardina.pilchardus","Sardinella.aurita","Scomber.colias","Scomber.scombrus","Scorpaena","Scorpaena.scrofa","Scyliorhinus.canicula","Serranus","Serranus.cabrilla","Solea.solea","Sparus.aurata","Spicara","Sprattus.sprattus","Squalus.acanthias","Squalus.blainville","Stomias.boa","Symphodus.cinereus","Torpedo","Trachinus.draco","Trachurus.mediterraneus","Trachurus.trachurus","Trachyrincus","Trisopterus.capelanus","Uranoscopus.scaber","Zeus.faber"
"GSA11_74","Metabarcoding","EtOH",2,0,0,0,24.88975693,0.707106781,0,36.33180425,1,0,1.414213562,2.645751311,1.414213562,0,0,0,2.34520788,2,0,0,0,0,0,0,0,7.348469228,0,3.605551275,1,1,0,24.43358345,3.16227766,64.73793324,0,0,6.041522987,0,1,0,0,0.707106781,0,0,2.549509757,1,2.915475947,139.490143,0,0,0,6,3.16227766,20.90454496,0.707106781,0,110.3154568,1.414213562,0,17.64936259,6.670832032,0,0,0,0,0,1.224744871,1.414213562,0,5.431390246,0,1.224744871,0,1.224744871,3.16227766,0,0,0,0,14.93318452,0,10.48808848,0,0,4.301162634,0.707106781,0,0,1.414213562,1,4.242640687,0,0,1.224744871,0,28.60069929,2.236067977,0,0,0,0,0,0,0,7.615773106,1.414213562,26.85144316,0,6.557438524
"GSA11_74","Metabarcoding","Si",0,0,0,0,12.509996,2.915475947,0,6,0,2.236067977,0,1.732050808,0.707106781,0,0,0,0,1.58113883,0,0,1,0,0,0,0,0,0,1.58113883,0,1,0,2.828427125,2.828427125,39.61691558,0,0,7.314369419,0,1.224744871,0,0,1.224744871,0,0,1.414213562,0,1.224744871,161.0077638,0,0,0,6.08276253,1.414213562,5.244044241,4.636809248,0.707106781,209.759386,1.224744871,0,2.915475947,3.240370349,0,0,0,0,1,0,0,0,11.51086443,0,1.224744871,0,3.391164992,2.828427125,1,0,0,0,5.522680509,0,3.605551275,0,0,3.937003937,1,0.707106781,2.915475947,0,0,1,1,0,0,0,49.44188508,1.58113883,0,0,0,0,0,0,0,8.306623863,0.707106781,9.16515139,0,1
"GSA11_75","Metabarcoding","EtOH",2.121320344,0,0,0,21.85177338,1.870828693,0.707106781,10.39230485,0,0,6.284902545,2.645751311,2.828427125,1.414213562,0,0,1.414213562,1,0,0,1,0,0,0,0,43.8634244,0,3.31662479,1.224744871,1.414213562,0,37.85498646,4.582575695,69.05794668,2.121320344,0,2.645751311,17.77638883,2.236067977,0,1.414213562,2,0,2.121320344,3.391164992,0.707106781,11.42365966,244.4861959,0,0,0,1.414213562,4.242640687,5.744562647,6.164414003,0,100.7174265,1,0,1.870828693,1.58113883,0,0,0,0,1,0,1,2.549509757,4.949747468,0,1,1.414213562,27.11088342,2.645751311,1.414213562,0,0,0,16.73320053,1,33.07567082,0,1.224744871,5.873670062,0,1,0,0,1,22.72663635,0,0,0.707106781,0,42.23150483,3,0,0,0,0,0,0,0,11.20267825,1.414213562,23.3023604,0.707106781,11.06797181
"GSA11_75","Metabarcoding","Si",1.224744871,0,0,0,13.36038922,1.870828693,0,2.549509757,0,0,8.888194417,1.732050808,6.557438524,0,0,0,0,1.224744871,0,0,0,0,0,0,0,17.52141547,0,3.240370349,0,1,1.414213562,12.02081528,2,114.1205503,0,0,3.535533906,20.65187643,0.707106781,4.472135955,1.414213562,1,0,1.732050808,1.870828693,0,8.455767263,295.5562552,0,0,0,0,2.828427125,3.807886553,11.97914855,0,107.587174,0,0,3.082207001,2.915475947,0,0,1.414213562,0,1,1,0,20.26079959,5,0,4.636809248,0,22.95648057,2,1.732050808,0,0,0,13.07669683,1.732050808,16.46207763,0,0,4.242640687,0.707106781,0,0,2,0,7.968688725,0,0,1,0,74.44796841,2.549509757,0,0,0,1,0,0,0,7.681145748,0.707106781,13.67479433,0,3.605551275
"GSA11_77","Metabarcoding","EtOH",1.732050808,0,0,0,18.09696107,0.707106781,0,17.56416807,0,6.164414003,6.204836823,1,11.55422001,0.707106781,0,0,0,1.224744871,0,0,1.414213562,0,0,0,0,10.86278049,0,2.828427125,0,0,0,17.29161647,2.236067977,30.56141358,2.236067977,0,1,2,1,0,0,1.414213562,0,1.414213562,2,1,32.12475681,73.65120501,0,0,0,4.242640687,14.2126704,3.807886553,22.92378677,1,94.76813811,0,0,1.414213562,1.870828693,0,0,0,0,0,0,0,0,3.741657387,0,0,0,43.93176527,2,0,0,0,0,15.13274595,0,13.37908816,0,1.224744871,2.915475947,0,0,0,2.449489743,0,24.30020576,0,0,0,0,16.94107435,1,0,0,0,0,0,0,0,26.37233399,0,9.746794345,0,2.915475947
"GSA11_77","Metabarcoding","Si",2,0,0,0,18.15213486,0,0,13.37908816,0,1.58113883,9.899494937,2.449489743,2.915475947,0,0,0,0,2,0,0,2,0,0,0,0,10.44030651,0,4.062019202,0,2,0,10.81665383,4.898979486,10.72380529,2.828427125,0,1,3.240370349,2.121320344,0,0,0,0,1,1.870828693,0,25.3179778,115.4036395,0,0,0,5.744562647,15.8113883,4.795831523,9.300537619,0,70.01071347,0,0,1.224744871,1.224744871,0,0,0,0,1.224744871,1,0,0,4.636809248,0,0,0,96.8994324,2.449489743,1,0,0,0,19.32614809,0,14,0,1,4.69041576,1,0,1,3.16227766,0,23.52658071,0,1,0,0,29.01723626,3.082207001,1.414213562,0,0,0,1.414213562,0,0,15.65247584,0,5.477225575,0,2.738612788
"GSA11_80","Metabarcoding","EtOH",1.732050808,0,0,4,3.741657387,0,0,2.34520788,0,3.240370349,0,1.414213562,63.78479443,0,0,0,0,8.031189202,0,0,0,0,5.196152423,0,3.605551275,5.567764363,0,2.236067977,13.37908816,54.94087731,1,19.39071943,19.36491673,3,0,0,1.414213562,0,4.582575695,0,0,31.36080356,0,25.57342371,1,0,6.244997998,27.73084925,1.732050808,0,0,1.414213562,2.449489743,2,0,1,28.12472222,0,0,1.58113883,0.707106781,0,0,0,0,15.74801575,0,0,28.08914381,3.391164992,0,1.414213562,0,7.449832213,52.1104596,0,0,0,0,2.828427125,0,5.830951895,0,1,3.31662479,0,0,0,1.414213562,0,1.732050808,0,0,0,0,4.301162634,1.224744871,1.414213562,0,0.707106781,0,0,0,0,8.774964387,0,1.224744871,0,1
"GSA11_80","Metabarcoding","Si",1.732050808,0,0,2.34520788,12.74754878,0,1.414213562,2.915475947,0,14.23024947,3.535533906,1,76.40026178,0,2.915475947,0,0,4.847679857,0,1.414213562,1.732050808,0,3.16227766,0,3.16227766,13.47219359,0,2,9.082951062,22.48332716,0,37.80872915,31.15284899,5.700877125,0,0,2.645751311,3.082207001,3.16227766,0,1.732050808,57.56735186,0,53.75406961,3.240370349,0,13.58307771,58.74946808,0,0,0,1.732050808,3.16227766,4.795831523,0,0,51.35172831,0,0,2.549509757,1.870828693,0,0,0,0,15.42724862,1,0,22.77059507,4.301162634,0,1.224744871,0,21.38924964,81.66088415,0,5.477225575,0,0,5.291502622,1,10.29563014,0,1,3.605551275,0,0,0,2.828427125,0,8.246211251,0,0,0,0,14.69693846,2.645751311,1.414213562,0,2.34520788,0,0,0,0,10.9772492,1.58113883,2.449489743,0,2.34520788
"GSA11_84","Metabarcoding","EtOH",2.236067977,1,0,1,30.3891428,0,0,61.90315016,1.414213562,0,0,2,7.778174593,1,0,1.414213562,0,2.828427125,0,0,0,0,0,0,1.414213562,9.848857802,0,3.872983346,13.89244399,2.828427125,1,10.24695077,11.40175425,90.38528641,2.828427125,0,1.58113883,22.18107301,68.58206763,0,0,66.27593832,0,17.62101019,3.16227766,18.94729532,106.9906538,63.28506933,1,0,0,1.732050808,5.477225575,2,2.236067977,1,14.86606875,1,0,0.707106781,1.224744871,0,0,0,0,4.898979486,1,0,1,4.795831523,5.196152423,0,0,2,136.1120862,0,0,0,0,7.810249676,0,9.949874371,1.414213562,1,4.795831523,0,0,0,3.16227766,1,2,0,1,0,0,3.082207001,4.242640687,1.414213562,14.28285686,0,0,0,0,0,10.63014581,1.732050808,1.414213562,0,2
"GSA11_84","Metabarcoding","Si",2.121320344,0,0,2,24.24871131,0,0,72.59476565,0,1.414213562,2.449489743,1,7,1,0,4.358898944,0,3.16227766,0,0,1.414213562,0,0,0,1,15.19868415,0,3.464101615,23.19482701,8.366600265,0,18.38477631,9.38083152,95.27066705,6.782329983,0,1,38.16411927,40.01874561,0,0,53.53036521,0,11.42365966,2.236067977,10.86278049,64.74565622,74.94331191,0,0,0,1,4.472135955,2.645751311,3.872983346,1.414213562,18.93409623,1.414213562,0,1.732050808,2.121320344,0,2,0,0,7.582875444,0.707106781,0,0,5.477225575,5.431390246,0,0,2.34520788,143.9878467,0,0,0,0,7.615773106,0,14.79864859,0,1.414213562,6.595452979,0,0,0,3.741657387,0,4.898979486,0,1,0,0,4.582575695,3.16227766,2,14.96662955,0,0,0,0,0,14.6116392,1.414213562,3.605551275,0,1.732050808
"GSA17_110","Metabarcoding","EtOH",2,0,0,0,0,16.09347694,0,2,1.414213562,1.414213562,0,2.34520788,2.236067977,0,0,0,0,2.236067977,0,0,48.11444689,0,0,0,0,0,0,59.02965356,1,1,0,11.66190379,4.582575695,2,0,1,0,1.414213562,1.414213562,0,1,1,0,1.414213562,2.236067977,0,3,11.13552873,0,0,0,0,7.071067812,1.414213562,0,32.19472006,6.633249581,1.414213562,0,4.123105626,1.870828693,0,2.828427125,6.782329983,0,1,0,0,0,8.717797887,0,12.9034879,0,0,2.738612788,106.7754653,0,0,0,2,0,6.633249581,1.414213562,1.732050808,169.8558212,1,12,5,7.071067812,1.414213562,1.414213562,3.16227766,15.96871942,6.480740698,11.22497216,11.55422001,10.46422477,35.35533906,0,0,0,0,20.94039159,0,159.4992163,1,3,0,5.873670062
"GSA17_110","Metabarcoding","Si",2,0,0,0,1.870828693,0,0,1.414213562,0,0,0,2.236067977,1.732050808,0,0,0,1,1.414213562,0,0,1.414213562,0,0,0,0,25.59296778,0,98.31581765,0,0,0,22.3383079,5.099019514,1.414213562,0,0,1,1,1,0,1,1.58113883,0,1.732050808,3,0,2.828427125,4.358898944,0,0,0,0,0,1.732050808,0,0,37.78227097,11.35781669,0,1.224744871,1,0,0,0,0,1,0,0,1,5.830951895,0,1,0,1,3.391164992,1.224744871,0,1,0,0,0,17.29161647,0,2.236067977,114.849902,0,0,0,2,0,1,13.89244399,1,0,0,16.24807681,139.4775968,2,0,0,0,0,0,0,64.75337829,1.414213562,1,0,0
"GSA17_115","Metabarcoding","EtOH",1.414213562,0,0,0,0.707106781,4.527692569,0,1,0,0,0,0,2.236067977,0,0,0,0,0,0,0,1,0,0,0,0,0,0,120.4885887,1.224744871,0,1,3.082207001,3.31662479,2.121320344,0,1,2,0.707106781,1.732050808,0,0,1.224744871,0,0,1.414213562,0,0,3.464101615,0,0,0,0,2,0,0,37.40989174,4.795831523,0,0,8.689073598,3.16227766,2.449489743,34.2636834,19.28730152,0,1.732050808,0,0,0,3.240370349,0,1.732050808,0,0.707106781,2,2.121320344,0,0,0,0,0,0,0,1,80.12802256,0,0,3.872983346,1.414213562,0,0,1,1.732050808,0.707106781,1.414213562,3.082207001,81.00925873,0,0,0,0,0,0,0,89.6967112,1,0,0,0
"GSA17_115","Metabarcoding","Si",2.121320344,0,0,0,0,7.874007874,0,1.732050808,1.414213562,0,0,1.732050808,1.732050808,0,0,0,0,1.58113883,0,0,2,0,0,0,0,1.414213562,0,146.273716,0,1.732050808,1.732050808,4,6.08276253,2.645751311,0,0,1.58113883,1,1.732050808,0,0,1,0,1,2.34520788,2,2.645751311,7.106335202,0,0,0,0,2,2.121320344,0,68.00735254,7,1.732050808,0,31.2409987,6.244997998,8.94427191,40.19950248,44.13615298,0,1,1.414213562,1.732050808,0,5.744562647,0,5.338539126,0,1.224744871,3.464101615,6.123724357,0,0,0,0,0,0,1.414213562,0,170.9458979,1,0,2.121320344,2,1,0,1,2.236067977,0.707106781,4.472135955,5.787918451,156.3377753,0,0,0,0,0,1.414213562,0,182.6335128,1.414213562,0,0,0
"GSA17_118","Metabarcoding","EtOH",2,5.14781507,1,0,0.707106781,3.464101615,0,1,13.6381817,0,0,1,2,0,0,0,0,1.414213562,0,0,1.414213562,0,0,0,0,0,0,83.48652586,0,1,0,4,4,2.34520788,0,0,0,1,1.732050808,0,0,1.414213562,0,0,1.732050808,1,1.414213562,1.58113883,0,0,0,0,2.449489743,1.732050808,0,10.31988372,6.819090848,1,0,2.449489743,0,0,0,16.73320053,0,1,0,0,0,2.34520788,0,1,0,0,2.915475947,1.414213562,0,0,0,0,0,1.732050808,0,0,105.1974334,0,1.414213562,3,2,0,1,15.68438714,23.28089345,0,0,1,103.0630875,9.797958971,0,0,0,0,0,0,28.64437117,1,2,0,0
"GSA17_118","Metabarcoding","Si",2.236067977,24.46425965,0,0,1,5.14781507,0,1,13.98213145,0,0,2,1.414213562,0,0,0,0,1.732050808,0,0,1.414213562,0,0,0,0,0,0,100.7893844,0,1,0,4.795831523,4.123105626,1.414213562,0,0,0.707106781,1,0,0,0,0,0,1,1.414213562,0,1.732050808,2.915475947,0,0,0,0,2,0,0,19.27433527,8.306623863,1.414213562,0,2.34520788,1.870828693,0,0,25.57342371,0,0.707106781,0,0,0,2.915475947,0,2,0,0,2.549509757,0.707106781,0,0,0,1.414213562,0,2,0,0,130.7937307,0,0,1.732050808,0,0,0,3.872983346,5.385164807,0,1.414213562,2.121320344,103.1455283,9.695359715,0,0,0,0,0,0,38.64582772,2,1,0,0
"GSA17_87","Metabarcoding","EtOH",0,1,0,0,1,9.16515139,1,1.414213562,0,0,0,2.828427125,1.732050808,7.582875444,0,0,0,1,0,0,1,4.123105626,0,0,0,0,0,33.81567684,0,0,0,20.85665361,3.31662479,2,0,0,1.224744871,0,1,0,0,1,0,1.414213562,1.224744871,0,0,10.14889157,0,0,0,1,16.1245155,0,0,3.31662479,24.17643481,0,0,18.89444363,2.121320344,0,1.414213562,0,0,1,0,0,0,59.28321854,1,51.81698563,3.31662479,1,2.828427125,1.414213562,0,0,0,39.01281841,0,22.29349681,0,0,55.394043,0,15.42724862,10.24695077,80.77128203,30.27375101,0,1,10,1,0,42.86023798,5.916079783,12.24744871,0,0,0,0,6.123724357,1,61.81423784,0,6.32455532,0,1.732050808
"GSA17_87","Metabarcoding","Si",2,0,0,0,1,11.70469991,0,1,0,0,0,1.732050808,1,1.58113883,0,0,0,1.414213562,0,0,1.414213562,3.31662479,0,0,1,1.732050808,0,28.85307609,0,1,1.414213562,14.17744688,4.358898944,0,0,0,1.732050808,0,1,0,0,1.732050808,0,1,1.414213562,1,1.870828693,5.958187644,0,0,0,2.236067977,6.633249581,1,0,2.34520788,12.94217911,1,0,18.734994,4.062019202,0,0,0,0,0,0,0,0,86.33944637,0,20.33469941,2,0.707106781,2.828427125,2.236067977,0,0.707106781,0,31.17691454,0,15.74801575,2,1,80.24337979,0,12.4498996,10.77032961,170.9385855,20.51828453,3,9.055385138,13,0,0,36.87817783,3,16.1245155,0,0.707106781,0,0,10.12422837,1.732050808,86.50433515,1,7.64852927,0,1.414213562
"GSA17_89","Metabarcoding","EtOH",1.414213562,0,0,1,1.414213562,17.74823935,1,1,5.385164807,0,0,2,1.732050808,2.828427125,0,0,0,0,0,0,0,0,0,0,1,4.242640687,0,13.01921657,0,0,0,11.09053651,4.582575695,1,0,0,1.732050808,0,1.732050808,0,0,1,0,1.732050808,2.549509757,0,2.236067977,9.407443861,3.082207001,2,0,1.414213562,18.49324201,2,0,7.280109889,103.0145621,2.236067977,0,2.828427125,2.34520788,0,0,1.414213562,0,2,0,0,0,3.674234614,0,2.738612788,0,0,2.645751311,28.40774542,0,0,0,3.31662479,0,16.85229955,37.97367509,1.414213562,46.05974381,0,3.807886553,5.656854249,19.59591794,1,1,4.795831523,6.782329983,0,0,3.31662479,84.97058314,3.464101615,1.414213562,0,0,0,1,1.414213562,122.4397811,1,6.782329983,0,0
