id,scientific_name,best_identity,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species,rank,count,Sard_69_EtOH,Sard_69_Si,Sard_70_EtOH,Sard_70_Si,Sard_71_EtOH,Sard_71_Si,Sard_72_EtOH,Sard_72_Si,Sard_73_EtOH,Sard_73_Si,Sard_74_EtOH,Sard_74_Si,Sard_75_EtOH,Sard_75_Si,Sard_77_EtOH,Sard_77_Si,Sard_80_EtOH,Sard_80_Si,Sard_84_EtOH,Sard_84_Si,Adr_110_EtOH,Adr_110_Si,Adr_115_EtOH,Adr_115_Si,Adr_118_EtOH,Adr_118_Si,Adr_87_EtOH,Adr_87_Si,Adr_89_EtOH,Adr_89_Si,Tyrr_48_EtOH,Tyrr_48_Si,Tyrr_59_EtOH,Tyrr_59_Si,Tyrr_71_EtOH,Tyrr_71_Si,Tyrr_83_EtOH,Tyrr_83_Si,Tyrr_87_EtOH,Tyrr_87_Si,Tyrr_10_EtOH,Tyrr_10_Si
OTU_35,Hoplostethus mediterraneus,0.98,Opisthokonta,Metazoa,Chordata,Actinopterygii,Trachichthyiformes,Trachichthyidae,Hoplostethus,Hoplostethus mediterraneus,species,9560,3,0,4,3,1,1,3,0,2,0,0,1,3,0,1,1,19,6,4622,1512,2,1,3,3,2,0,0,1,0,2,0,1,3,4,291,128,2,0,0,6,1191,1425
OTU_36,Hygophum hygomii,1,Opisthokonta,Metazoa,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Hygophum,Hygophum hygomii,species,2390,0,0,0,4,1,0,1,0,0,0,0,0,2,2,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1,1,0,2,1,17,586,2,1,0,0,326,1355
OTU_37,Hymenocephalus italicus,0.99,Opisthokonta,Metazoa,Chordata,Actinopterygii,Gadiformes,Macrouridae,Hymenocephalus,Hymenocephalus italicus,species,19766,2,0,1,0,2,2,2,2,0,0,0,0,4,1,2,0,742,1660,4358,2747,1,2,1,1,2,0,1,3,1,4,0,2,6,4,3929,1205,94,51,6,8,492,1551
OTU_38,Isurus oxyrinchus,0.99,Opisthokonta,Metazoa,Chordata,Chondrichthyes,Lamniformes,Alopiidae,Isurus,Isurus oxyrinchus,species,54,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_39,Lampanyctus crocodilus,0.99,Opisthokonta,Metazoa,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Lampanyctus,Lampanyctus crocodilus,species,10247,3,1,5,1,2,1,1,2,0,2,0,0,4,1,2,1,524,1252,309,126,2,3,0,1,0,1,2,1,3,1,0,2,9,57,637,169,3,0,3,2,1280,2817
OTU_40,Lepidion lepidion,1,Opisthokonta,Metazoa,Chordata,Actinopterygii,Gadiformes,Moridae,Lepidion,Lepidion lepidion,species,43521,1,5,7,1,9,6,13,3,5,4,4,0,11,3,4,3,1,10,10,5,5,9,2,5,3,2,1,2,6,10,3,6,10,10,3,4,15,3,10,11,1,2
OTU_41,Lepidopus caudatus,1,Opisthokonta,Metazoa,Chordata,Actinopterygii,Scombriformes,Trichiuridae,Lepidopus,Lepidopus caudatus,species,4451,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,353,109,0,0,0,4,1,0,0,0,0,0,0,0,3,0,71,56,123,43,0,0,0,0
OTU_42,Lepidorhombus whiffiagonis,0.99,Opisthokonta,Metazoa,Chordata,Actinopterygii,Pleuronectiformes,Scophthalmidae,Lepidorhombus,Lepidorhombus whiffiagonis,species,40575,1,1,6,2,481,21,16,12,21,15,3,1,77,3,681,338,23,102,11360,4025,9,7,0,7,2,3,0,3,5,9,0,2,4,5,1732,2424,11230,2584,9,3,0,0
OTU_43,Lepidotrigla,1,Opisthokonta,Metazoa,Chordata,Actinopterygii,Perciformes,Triglidae,Lepidotrigla,NA,genus,111368,26,103,23,13,55,23,13588,2643,387,2690,7706,1039,35979,9492,3577,10179,654,1955,3957,5517,121,16,9,46,2,8,98,30,69,548,9,13,5581,4198,28,43,49,43,19,37,8,9
OTU_44,Lesueurigobius friesii,1,Opisthokonta,Metazoa,Chordata,Actinopterygii,Gobiiformes,Gobiidae,Lesueurigobius,Lesueurigobius friesii,species,116,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,0,3,27,0,0,0,0
OTU_45,Lesueurigobius suerii,0.98,Opisthokonta,Metazoa,Chordata,Actinopterygii,Gobiiformes,Gobiidae,Lesueurigobius,Lesueurigobius suerii,species,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,0,0,0,3,0,0,0,0,0,0,0,0
OTU_46,Leucoraja circularis,0.99,Opisthokonta,Metazoa,Chordata,Chondrichthyes,Rajiformes,Rajidae,Leucoraja,Leucoraja circularis,species,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_47,Lophius piscatorius,1,Opisthokonta,Metazoa,Chordata,Actinopterygii,Lophiiformes,Lophiidae,Lophius,Lophius piscatorius,species,8569,0,2,0,0,0,2,1,1,0,0,2,1,2,1,90,109,3,5,14,6,23,0,0,2,0,0,113,17,167,67,1,0,3,0,0,1,61,15,6,11,0,0
OTU_48,Macroramphosus scolopax,0.99,Opisthokonta,Metazoa,Chordata,Actinopterygii,Syngnathiformes,Centriscidae,Macroramphosus,Macroramphosus scolopax,species,8815,1,0,0,6,148,38,24,0,2,0,167,2,23,6,11,18,1,18,4,7,2,3,0,2,2,0,0,1,1,2,1,0,169,28,4,0,24,26,2,2,0,0
OTU_49,Maurolicus muelleri,1,Opisthokonta,Metazoa,Chordata,Actinopterygii,Stomiiformes,Sternoptychidae,Maurolicus,Maurolicus muelleri,species,1711,0,68,0,0,0,1,0,0,0,0,0,0,24,18,381,48,0,0,5,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,329,279,0,0,0,0
OTU_50,Merlangius merlangus,1,Opisthokonta,Metazoa,Chordata,Actinopterygii,Gadiformes,Gadidae,Merlangius,Merlangius merlangus,species,7082,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,1011,0,1036,4255,95,298,11,4,44,309,0,0,1,0,0,0,1,0,3,1,0,0
OTU_51,Merluccius merluccius,1,Opisthokonta,Metazoa,Chordata,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,species,338309,25,337,24,99,11750,8565,38425,6675,2625,8541,4807,1705,5475,1068,5258,3091,625,1368,125,262,33,1174,18,34,34,51,536,117,7189,17225,1247,5110,27260,20668,2094,1873,36987,20389,13703,10303,27,32
OTU_52,Micromesistius poutassou,1,Opisthokonta,Metazoa,Chordata,Actinopterygii,Gadiformes,Gadidae,Micromesistius,Micromesistius poutassou,species,26209,0,1,1,1,2,1,3,1,1,1,2,1,1,0,0,0,0,0,1,2,2,128,0,3,0,2,0,1,4,3,0,0,6,7,49,21,14201,1641,10,4,1,5
OTU_53,Mullus barbatus,0.98,Opisthokonta,Metazoa,Chordata,Actinopterygii,Perciformes,Mullidae,Mullus,Mullus barbatus,species,4344,4,1,224,207,15,24,54,1,272,10,3,1,0,3,0,1,2,3,0,2,17,0,58,842,4,2,340,231,8,15,118,1101,7,6,0,0,11,4,308,340,0,1
OTU_54,Mullus surmuletus,0.99,Opisthokonta,Metazoa,Chordata,Actinopterygii,Perciformes,Mullidae,Mullus,Mullus surmuletus,species,16844,192,267,32,36,1,3,9695,492,3386,2595,3,2,1,2,0,0,0,1,1,4,3,1,8,23,0,2,3,3,5,0,0,3,0,6,1,1,2,2,3,0,0,0
OTU_55,Mustelus mustelus,0.98,Opisthokonta,Metazoa,Chordata,Chondrichthyes,Carcharhiniformes,Triakidae,Mustelus,Mustelus mustelus,species,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_56,Mustelus punctulatus,0.99,Opisthokonta,Metazoa,Chordata,Chondrichthyes,Carcharhiniformes,Triakidae,Mustelus,Mustelus punctulatus,species,4191,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,590,848,0,0,1,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0
OTU_57,Myliobatis aquila,1,Opisthokonta,Metazoa,Chordata,Chondrichthyes,Myliobatiformes,Myliobatidae,Myliobatis,Myliobatis aquila,species,2820,0,1,0,1,0,0,1,8,0,0,0,0,0,1,0,0,0,0,0,0,23,0,186,974,140,327,0,0,1,2,0,0,0,0,0,0,2,1,1,1,0,0
OTU_58,Nemichthys scolopaceus,1,Opisthokonta,Metazoa,Chordata,Actinopterygii,Anguilliformes,Nemichthyidae,Nemichthys,Nemichthys scolopaceus,species,46,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,1
OTU_59,Nettastoma melanurum,0.99,Opisthokonta,Metazoa,Chordata,Actinopterygii,Anguilliformes,Nettastomatidae,Nettastoma,Nettastoma melanurum,species,10865,0,1,0,1,1,3,0,0,1,1,0,0,1,1,0,1,192,130,23,57,1,0,3,0,0,0,1,0,4,2,0,2,4,0,146,36,1,2,3,3,17,20
OTU_60,Nezumia,0.99,Opisthokonta,Metazoa,Chordata,Actinopterygii,Gadiformes,Macrouridae,Nezumia,NA,genus,399,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,13,0,0,0,1,1,12
OTU_61,Notacanthus bonaparte,0.98,Opisthokonta,Metazoa,Chordata,Actinopterygii,Notacanthiformes,Notacanthidae,Notacanthus,Notacanthus bonaparte,species,1430,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,121,506
